Highway,County,Freight count location,Day of Date1,Percentage Change
SR 410,Pierce,SR 410 at Sumner,"May 27, 2020",-47%
SR 410,Pierce,SR 410 at Sumner,"May 26, 2020",-44%
SR 410,Pierce,SR 410 at Sumner,"May 25, 2020",-44%
SR 410,Pierce,SR 410 at Sumner,"May 24, 2020",-57%
SR 410,Pierce,SR 410 at Sumner,"May 23, 2020",-56%
SR 410,Pierce,SR 410 at Sumner,"May 22, 2020",-46%
SR 410,Pierce,SR 410 at Sumner,"May 21, 2020",-50%
SR 410,Pierce,SR 410 at Sumner,"May 20, 2020",-52%
SR 410,Pierce,SR 410 at Sumner,"May 19, 2020",-52%
SR 410,Pierce,SR 410 at Sumner,"May 18, 2020",-50%
SR 410,Pierce,SR 410 at Sumner,"May 17, 2020",-56%
SR 410,Pierce,SR 410 at Sumner,"May 16, 2020",-61%
SR 410,Pierce,SR 410 at Sumner,"May 15, 2020",-54%
SR 410,Pierce,SR 410 at Sumner,"May 14, 2020",-60%
SR 410,Pierce,SR 410 at Sumner,"May 13, 2020",-57%
SR 410,Pierce,SR 410 at Sumner,"May 12, 2020",-57%
SR 410,Pierce,SR 410 at Sumner,"May 11, 2020",-56%
SR 410,Pierce,SR 410 at Sumner,"May 10, 2020",-76%
SR 410,Pierce,SR 410 at Sumner,"May 9, 2020",-69%
SR 410,Pierce,SR 410 at Sumner,"May 8, 2020",-61%
SR 410,Pierce,SR 410 at Sumner,"May 7, 2020",-61%
SR 410,Pierce,SR 410 at Sumner,"May 6, 2020",-60%
SR 410,Pierce,SR 410 at Sumner,"May 5, 2020",-59%
SR 410,Pierce,SR 410 at Sumner,"May 4, 2020",-54%
SR 410,Pierce,SR 410 at Sumner,"May 3, 2020",-61%
SR 410,Pierce,SR 410 at Sumner,"May 2, 2020",-46%
SR 410,Pierce,SR 410 at Sumner,"May 1, 2020",-41%
SR 410,Pierce,SR 410 at Sumner,"April 30, 2020",-67%
SR 410,Pierce,SR 410 at Sumner,"April 29, 2020",-33%
SR 410,Pierce,SR 410 at Sumner,"April 28, 2020",-24%
SR 410,Pierce,SR 410 at Sumner,"April 27, 2020",-37%
SR 410,Pierce,SR 410 at Sumner,"April 26, 2020",-51%
SR 410,Pierce,SR 410 at Sumner,"April 25, 2020",-18%
SR 410,Pierce,SR 410 at Sumner,"April 24, 2020",5%
SR 410,Pierce,SR 410 at Sumner,"April 23, 2020",9%
SR 410,Pierce,SR 410 at Sumner,"April 22, 2020",16%
SR 410,Pierce,SR 410 at Sumner,"April 21, 2020",3%
SR 410,Pierce,SR 410 at Sumner,"April 20, 2020",1%
SR 410,Pierce,SR 410 at Sumner,"April 19, 2020",5%
SR 410,Pierce,SR 410 at Sumner,"April 18, 2020",-19%
SR 410,Pierce,SR 410 at Sumner,"April 17, 2020",-13%
SR 410,Pierce,SR 410 at Sumner,"April 16, 2020",-17%
SR 410,Pierce,SR 410 at Sumner,"April 15, 2020",-20%
SR 410,Pierce,SR 410 at Sumner,"April 14, 2020",-31%
SR 410,Pierce,SR 410 at Sumner,"April 13, 2020",-42%
SR 410,Pierce,SR 410 at Sumner,"April 12, 2020",-70%
SR 410,Pierce,SR 410 at Sumner,"April 11, 2020",-65%
SR 410,Pierce,SR 410 at Sumner,"April 10, 2020",-60%
SR 410,Pierce,SR 410 at Sumner,"April 9, 2020",-65%
SR 410,Pierce,SR 410 at Sumner,"April 8, 2020",-70%
SR 410,Pierce,SR 410 at Sumner,"April 7, 2020",-76%
SR 410,Pierce,SR 410 at Sumner,"April 6, 2020",-75%
SR 410,Pierce,SR 410 at Sumner,"April 5, 2020",-89%
SR 410,Pierce,SR 410 at Sumner,"April 4, 2020",-86%
SR 410,Pierce,SR 410 at Sumner,"April 3, 2020",-77%
SR 410,Pierce,SR 410 at Sumner,"April 2, 2020",-75%
SR 410,Pierce,SR 410 at Sumner,"April 1, 2020",-67%
SR 410,Pierce,SR 410 at Sumner,"March 31, 2020",-69%
SR 410,Pierce,SR 410 at Sumner,"March 30, 2020",-68%
SR 410,Pierce,SR 410 at Sumner,"March 29, 2020",-77%
SR 410,Pierce,SR 410 at Sumner,"March 28, 2020",-72%
SR 410,Pierce,SR 410 at Sumner,"March 27, 2020",-59%
SR 410,Pierce,SR 410 at Sumner,"March 26, 2020",-44%
SR 410,Pierce,SR 410 at Sumner,"March 25, 2020",5%
SR 410,Pierce,SR 410 at Sumner,"March 24, 2020",13%
SR 410,Pierce,SR 410 at Sumner,"March 23, 2020",-25%
SR 410,Pierce,SR 410 at Sumner,"March 22, 2020",-44%
SR 410,Pierce,SR 410 at Sumner,"March 21, 2020",-43%
SR 410,Pierce,SR 410 at Sumner,"March 20, 2020",-9%
SR 410,Pierce,SR 410 at Sumner,"March 19, 2020",-20%
SR 410,Pierce,SR 410 at Sumner,"March 18, 2020",-12%
SR 410,Pierce,SR 410 at Sumner,"March 17, 2020",0%
SR 410,Pierce,SR 410 at Sumner,"March 16, 2020",-13%
SR 410,Pierce,SR 410 at Sumner,"March 15, 2020",-23%
SR 410,Pierce,SR 410 at Sumner,"March 14, 2020",11%
SR 410,Pierce,SR 410 at Sumner,"March 13, 2020",-12%
SR 410,Pierce,SR 410 at Sumner,"March 12, 2020",-9%
SR 410,Pierce,SR 410 at Sumner,"March 11, 2020",0%
SR 410,Pierce,SR 410 at Sumner,"March 10, 2020",-14%
SR 410,Pierce,SR 410 at Sumner,"March 9, 2020",-2%
SR 410,Pierce,SR 410 at Sumner,"March 8, 2020",-16%
SR 410,Pierce,SR 410 at Sumner,"March 7, 2020",-8%
SR 410,Pierce,SR 410 at Sumner,"March 6, 2020",4%
SR 410,Pierce,SR 410 at Sumner,"March 5, 2020",-2%
SR 410,Pierce,SR 410 at Sumner,"March 4, 2020",13%
SR 410,Pierce,SR 410 at Sumner,"March 3, 2020",4%
SR 410,Pierce,SR 410 at Sumner,"March 2, 2020",-3%
SR 410,Pierce,SR 410 at Sumner,"March 1, 2020",-11%
SR 520,King,SR 520 at SR 520 Floating Bridge,"June 3, 2020",-31%
SR 520,King,SR 520 at SR 520 Floating Bridge,"June 2, 2020",-39%
SR 520,King,SR 520 at SR 520 Floating Bridge,"June 1, 2020",-45%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 31, 2020",-56%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 30, 2020",-58%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 29, 2020",-28%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 28, 2020",-24%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 27, 2020",-6%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 26, 2020",-20%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 25, 2020",-27%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 24, 2020",37%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 23, 2020",-5%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 22, 2020",-29%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 21, 2020",-29%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 20, 2020",-17%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 19, 2020",-13%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 18, 2020",-14%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 17, 2020",-44%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 16, 2020",-18%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 15, 2020",-33%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 14, 2020",-33%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 13, 2020",-20%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 12, 2020",-20%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 11, 2020",-35%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 10, 2020",-36%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 9, 2020",-55%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 8, 2020",-28%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 7, 2020",-30%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 6, 2020",-33%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 5, 2020",-25%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 4, 2020",-33%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 3, 2020",-51%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 2, 2020",-54%
SR 520,King,SR 520 at SR 520 Floating Bridge,"May 1, 2020",-43%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 30, 2020",-43%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 29, 2020",-52%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 28, 2020",-74%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 27, 2020",-57%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 26, 2020",-51%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 25, 2020",-50%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 24, 2020",-55%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 23, 2020",-53%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 22, 2020",-56%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 21, 2020",-53%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 20, 2020",-50%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 19, 2020",3%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 18, 2020",-64%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 17, 2020",-46%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 16, 2020",-42%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 15, 2020",-52%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 14, 2020",-45%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 13, 2020",-43%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 12, 2020",-61%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 11, 2020",-57%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 10, 2020",-59%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 9, 2020",-57%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 8, 2020",-56%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 7, 2020",-41%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 6, 2020",-46%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 5, 2020",-43%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 4, 2020",-53%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 3, 2020",-49%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 2, 2020",-50%
SR 520,King,SR 520 at SR 520 Floating Bridge,"April 1, 2020",-43%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 31, 2020",-45%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 30, 2020",-45%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 29, 2020",-66%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 28, 2020",-58%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 27, 2020",-46%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 26, 2020",-31%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 25, 2020",-16%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 24, 2020",23%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 23, 2020",-9%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 22, 2020",-28%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 21, 2020",-13%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 20, 2020",-14%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 19, 2020",-2%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 18, 2020",17%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 17, 2020",-6%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 16, 2020",3%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 15, 2020",25%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 14, 2020",1%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 13, 2020",18%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 12, 2020",20%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 11, 2020",11%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 10, 2020",28%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 9, 2020",22%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 8, 2020",0%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 7, 2020",14%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 6, 2020",9%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 5, 2020",31%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 4, 2020",15%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 3, 2020",18%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 2, 2020",15%
SR 520,King,SR 520 at SR 520 Floating Bridge,"March 1, 2020",-3%
I-90,King,I-90 at Floating Bridge,"June 3, 2020",-53%
I-90,King,I-90 at Floating Bridge,"June 2, 2020",-54%
I-90,King,I-90 at Floating Bridge,"June 1, 2020",-54%
I-90,King,I-90 at Floating Bridge,"May 31, 2020",-52%
I-90,King,I-90 at Floating Bridge,"May 30, 2020",-14%
I-90,King,I-90 at Floating Bridge,"May 29, 2020",-46%
I-90,King,I-90 at Floating Bridge,"May 28, 2020",-51%
I-90,King,I-90 at Floating Bridge,"May 27, 2020",-49%
I-90,King,I-90 at Floating Bridge,"May 26, 2020",-48%
I-90,King,I-90 at Floating Bridge,"May 25, 2020",-45%
I-90,King,I-90 at Floating Bridge,"May 24, 2020",-40%
I-90,King,I-90 at Floating Bridge,"May 23, 2020",-54%
I-90,King,I-90 at Floating Bridge,"May 22, 2020",-36%
I-90,King,I-90 at Floating Bridge,"May 21, 2020",-35%
I-90,King,I-90 at Floating Bridge,"May 20, 2020",-52%
I-90,King,I-90 at Floating Bridge,"May 19, 2020",-51%
I-90,King,I-90 at Floating Bridge,"May 18, 2020",-51%
I-90,King,I-90 at Floating Bridge,"May 17, 2020",-51%
I-90,King,I-90 at Floating Bridge,"May 16, 2020",-48%
I-90,King,I-90 at Floating Bridge,"May 15, 2020",-57%
I-90,King,I-90 at Floating Bridge,"May 14, 2020",-55%
I-90,King,I-90 at Floating Bridge,"May 13, 2020",-55%
I-90,King,I-90 at Floating Bridge,"May 12, 2020",-55%
I-90,King,I-90 at Floating Bridge,"May 11, 2020",-51%
I-90,King,I-90 at Floating Bridge,"May 10, 2020",-42%
I-90,King,I-90 at Floating Bridge,"May 9, 2020",-48%
I-90,King,I-90 at Floating Bridge,"May 8, 2020",-55%
I-90,King,I-90 at Floating Bridge,"May 7, 2020",-58%
I-90,King,I-90 at Floating Bridge,"May 6, 2020",-60%
I-90,King,I-90 at Floating Bridge,"May 5, 2020",-57%
I-90,King,I-90 at Floating Bridge,"May 4, 2020",-58%
I-90,King,I-90 at Floating Bridge,"May 3, 2020",-62%
I-90,King,I-90 at Floating Bridge,"May 2, 2020",-48%
I-90,King,I-90 at Floating Bridge,"May 1, 2020",-60%
I-90,King,I-90 at Floating Bridge,"April 30, 2020",-70%
I-90,King,I-90 at Floating Bridge,"April 29, 2020",-57%
I-90,King,I-90 at Floating Bridge,"April 28, 2020",-57%
I-90,King,I-90 at Floating Bridge,"April 27, 2020",-60%
I-90,King,I-90 at Floating Bridge,"April 26, 2020",-64%
I-90,King,I-90 at Floating Bridge,"April 25, 2020",-55%
I-90,King,I-90 at Floating Bridge,"April 24, 2020",-68%
I-90,King,I-90 at Floating Bridge,"April 23, 2020",-64%
I-90,King,I-90 at Floating Bridge,"April 22, 2020",-50%
I-90,King,I-90 at Floating Bridge,"April 21, 2020",-66%
I-90,King,I-90 at Floating Bridge,"April 20, 2020",-64%
I-90,King,I-90 at Floating Bridge,"April 19, 2020",-60%
I-90,King,I-90 at Floating Bridge,"April 18, 2020",-65%
I-90,King,I-90 at Floating Bridge,"April 17, 2020",-68%
I-90,King,I-90 at Floating Bridge,"April 16, 2020",-69%
I-90,King,I-90 at Floating Bridge,"April 15, 2020",-66%
I-90,King,I-90 at Floating Bridge,"April 14, 2020",-69%
I-90,King,I-90 at Floating Bridge,"April 13, 2020",-67%
I-90,King,I-90 at Floating Bridge,"April 12, 2020",-68%
I-90,King,I-90 at Floating Bridge,"April 11, 2020",-69%
I-90,King,I-90 at Floating Bridge,"April 10, 2020",-65%
I-90,King,I-90 at Floating Bridge,"April 9, 2020",-67%
I-90,King,I-90 at Floating Bridge,"April 8, 2020",-65%
I-90,King,I-90 at Floating Bridge,"April 7, 2020",-65%
I-90,King,I-90 at Floating Bridge,"April 6, 2020",-63%
I-90,King,I-90 at Floating Bridge,"April 5, 2020",-73%
I-90,King,I-90 at Floating Bridge,"April 4, 2020",-74%
I-90,King,I-90 at Floating Bridge,"April 3, 2020",-73%
I-90,King,I-90 at Floating Bridge,"April 2, 2020",-71%
I-90,King,I-90 at Floating Bridge,"April 1, 2020",-70%
I-90,King,I-90 at Floating Bridge,"March 31, 2020",-76%
I-90,King,I-90 at Floating Bridge,"March 30, 2020",-53%
I-90,King,I-90 at Floating Bridge,"March 29, 2020",-76%
I-90,King,I-90 at Floating Bridge,"March 28, 2020",-55%
I-90,King,I-90 at Floating Bridge,"March 27, 2020",-73%
I-90,King,I-90 at Floating Bridge,"March 26, 2020",-72%
I-90,King,I-90 at Floating Bridge,"March 25, 2020",-57%
I-90,King,I-90 at Floating Bridge,"March 24, 2020",-58%
I-90,King,I-90 at Floating Bridge,"March 23, 2020",-62%
I-90,King,I-90 at Floating Bridge,"March 22, 2020",-60%
I-90,King,I-90 at Floating Bridge,"March 21, 2020",-57%
I-90,King,I-90 at Floating Bridge,"March 20, 2020",-50%
I-90,King,I-90 at Floating Bridge,"March 19, 2020",-53%
I-90,King,I-90 at Floating Bridge,"March 18, 2020",-53%
I-90,King,I-90 at Floating Bridge,"March 17, 2020",-51%
I-90,King,I-90 at Floating Bridge,"March 16, 2020",-41%
I-90,King,I-90 at Floating Bridge,"March 15, 2020",-45%
I-90,King,I-90 at Floating Bridge,"March 14, 2020",-52%
I-90,King,I-90 at Floating Bridge,"March 13, 2020",-32%
I-90,King,I-90 at Floating Bridge,"March 12, 2020",-36%
I-90,King,I-90 at Floating Bridge,"March 11, 2020",-33%
I-90,King,I-90 at Floating Bridge,"March 10, 2020",-36%
I-90,King,I-90 at Floating Bridge,"March 9, 2020",-33%
I-90,King,I-90 at Floating Bridge,"March 8, 2020",-26%
I-90,King,I-90 at Floating Bridge,"March 7, 2020",-31%
I-90,King,I-90 at Floating Bridge,"March 6, 2020",-17%
I-90,King,I-90 at Floating Bridge,"March 5, 2020",-9%
I-90,King,I-90 at Floating Bridge,"March 4, 2020",-14%
I-90,King,I-90 at Floating Bridge,"March 3, 2020",-7%
I-90,King,I-90 at Floating Bridge,"March 2, 2020",-7%
I-90,King,I-90 at Floating Bridge,"March 1, 2020",-4%
